Title_ID,XMID,Full_Name,XBE_MD5
45410083,EA13102A,Black,EF09DF225DB8FBB97F0AFCCAC7A7FAAF
4B420001,KB00101A,Batman: Dark Tomorrow,A9327E64C8C368FF53D005902D544135
55530001,US00101A,Batman: Vengeance,26DEBE4598D5C95B88D3B74C1A12EC4D
49580001,IX00101A,The Bard's Tale,F9E814DF2E75020F7B8EE1EE69C1226C
43430015,CC02102A,Beat Down: Fists of Vengeance,8D6CA1EE55A55A0F1736FB38852B89A1
56550048,VU07202W,Bass Pro Shops: Trophy Hunter 2007,63A091C4F6D79357F2C854D25E226D8E
41560005,AV00502A,Blade II,FC5BF791AAC17B3F8A3D1DAC77B752E0
4D530065,MS10101W,Blinx 2: Masters of Time & Space ~ Blinx 2: Battle of Time & Space,3320403E9B7C931085E9F5F975ADDAA9
4541005B,EA09101A,Burnout 3: Takedown,7827E37714CAF7DB5E1E7A71F4996CB6
55530057,US08702W,Blazing Angels: Squadrons of WWII,2A121101A63F9BD23929F33D03E251CC
494C0002,IL00201J,Braveknight: Leverant Eiyuuden,BBEA5ED70CBD0784CDF523F8F788F50A
454D0001,EM00101E,Antz Extreme Racing,58F1A634ECD5F8F654475FAF3BB45C8C
41430006,AC00601A,Burnout,B292631B2C5498BF8153BFDCE96C0426
4D570026,MW03801A,Blitz: The League,FB61174A3CE9E9BFD16114C38D7485DB
45530006,ES00601A,Blood Omen 2: The Legacy of Kain Series,9FF850B58AA3C8A3227E25C2480D1C99
4D4A0001,MJ00101A,BloodRayne,0C45ABF4E4BD37337FFF5523FE7DD177
5553003C,US06001W,Brothers in Arms: Road to Hill 30,D862803A9D117B016383E457FF78B7BA
56550016,VU02201A,Bruce Lee: Quest of the Dragon,39018CEB82534091F4C8F91EE00DB2E2
5553005A,US09001W,Brothers in Arms: Earned in Blood,733E99DD317CAC06087EEF8484BF09BD
42530012,BS01801A,Breeders' Cup: World Thoroughbred Championships,A925A7F83627A1D8D16677C02FC53E22
4D4A000D,MJ01303A,BloodRayne 2,6134CC78619910C011E60C2C87F57364
43560011,CV01701A,The Bible Game,F5FE094DD7C6E0EB790E9BC448D46878
53550001,SU00101J,Bistro Cupid,C6B55A6709C01F88632590247F3EBEC8
4156005D,AV09304W,Call of Duty 3,DCB87FA2AD7B69795EB2C011BC57E6A1
43430019,CC02501K,Capcom Classics Collection Vol. 2,72FCA16EBFFF41E2F5DF875D246DB290
4156003F,AV06301W,Cabela's Deer Hunt: 2005 Season,33958F620AD902ADF8F74EC198EF9272
4156004D,AV07701W,Cabela's Outdoor Adventures,8BB69D6AB8C53DEE40268372D64DEFC6
41560052,AV08201W,Cabela's Dangerous Hunts 2,CE4007A7C3938D112C7DE76951199677
5454007D,TT12501W,Classified: The Sentinel Crisis,2D4118C31EA3DFE7A87FEBC141D39356
584D0003,XM00301A,Championship Bowling,7B1860E07965E82AE191BA55F3B40663
54540012,TT01802A,Close Combat: First to Fight: United States Marines,36B6206362DC91E217039A9AD59739F6
56560002,VV00201E,Bruce Lee: Quest of the Dragon,EB2E2446E4C1084D7F5A0615B0E515C7
41560051,AV08104W,Call of Duty 2: Big Red One,3B50372B121DC4E51B2B3DBDA7CBA19D
45430001,EC00101A,Circus Maximus: Chariot Wars,0640E4E6A8A28EE9EC92ACF51C540C80
43430010,CC01601W,Capcom Fighting Evolution ~ Capcom Fighting Jam,9B933F61C04D43135DDC29358C70CBF6
424D0001,BM00103A,Chase: Hollywood Stunt Driver,33E764D610FC0A932ABDFD09911BBD4D
4B4E002D,KN04501K,Castlevania: Curse of Darkness,92176FDDF071667F596680DF64DED7FE
42530007,BS00701A,Call of Cthulhu: Dark Corners of the Earth,6CA18E691BD47360C99B7EE9BB885B62
43430018,CC02401W,Capcom Classics Collection Vol. 1,EBBFFE124950DC33F363AC6BC0DE300B
434D0047,CM07101W,Second Sight,A174AEEC88493E376D6579C75E4257F9
43430016,CC02201A,Darkwatch,6F8BC2BD63E9EC76D4E6ADEBC7640BC1
42570001,BW00102E,Robot Wars: Extreme Destruction,801FF46AD317163D03FCA6D8736D8002
58500001,XP00101J,Gui Yi,5B25B09445AC92845031981AFA455143
53550007,SU00701J,Angelic Concert,D12C652C8E4D85E6964A4B1E489EE717
54510105,TQ26101K,Nickelodeon Avatar: The Last Airbender,9B392229C9AC2E9874D7852BE49F3C21
4541038B,EA90702A,The Sims 2,2DA64A90F21A33E1D0E9956B877F99C7
54540014,TT02001A,Army Men: Sarge's War,43387D40B3E684BAC8F749B6B4D33821
45410389,EA90502A,Batman Begins,65CEBD8BA2FE9C788B1C2E8EB0F2942F
4541000D,EA01301A,007: Agent Under Fire,FF55C0B0C86FE26A20926418B97B4EE7
45410026,EA03801A,007: Nightfire,BCA5F7CCCD764E02DBE7E724904827BB
545400A3,TT16301A,Grand Theft Auto: San Andreas,30680BC065197E3D4E257A7FCDA4A079
54540082,TT13002A,Grand Theft Auto: San Andreas,7AF26DE15B8179FECB37B078690A84ED
48500002,HP00202W,Counter Terrorist Special Forces: Fire for Effect,44F8B1F3C7E13909DC4BC897700295AD
4B4E0021,KN03304A,Dance Dance Revolution Ultramix 2,EA1F7E33E472E15109A888B948368D0F
56550036,VU05401W,Crash Twinsanity,A66F76B3D170A50DB19AD3D781A1EC69
4B4E001C,KN02803A,Crime Life: Gang Wars,CF1778A1878B88E9616367DE7BCECB12
56550041,VU06502W,Crash Tag Team Racing,8C3DE9AACB01213E3E5CCD1C00B66444
4541005C,EA09201A,Catwoman,C144B227C0305FF6773288289BE02B0B
45530014,ES02001W,Crash 'n' Burn,BD67B261E2AB46A3A15BC258F9A4FA31
56560001,VV00101E,Crash Bandicoot: The Wrath of Cortex,53B4D5A271EF662C035FB1D2FB22E411
56550003,VU00301A,Crash Bandicoot: The Wrath of Cortex,D87E108C05B89E9BD903EF3A4F5816EF
45410076,EA11805A,Burnout Revenge,E65D60938665105ED0C13DEB08CFCFFE
4B4E0029,KN04101A,Dance Dance Revolution Ultramix 3,976BCA24DD4A807D977273B0362EFC5C
4B4E0037,KN05501A,Dance Dance Revolution Ultramix 4,47A5FB9BA8F7C7CFF53F1E6250EFEBF4
4B4E0007,KN00708E,Metal Gear Solid 2: Substance,3DB88A49CA9A3E5CA8837E9600A2D7FF
56550041,VU06501E,Crash Tag Team Racing,1E0547E412FA5965D3E16D18626AA1B5
52410006,RA00602E,Crash,96E540D668C85A5658217CA59F46C834
56550003,VU00302J,Crash Bandicoot: The Wrath of Cortex,E158111A36EF650121DDEB78376BBE32
49470023,IG03501E,Crazy Taxi 3,0DBE822F5F66F0EDFEF8FFFF1EF9345A
4B4E0011,KN01701J,Crash Bandicoot 4: Sakuretsu! Majin Power,25FC602CD725C78AE0048E936932B9B9
55530039,US05701A,Chessmaster,562A7C64735ABB6F876A8DEE24C5A748
49470023,IG03502E,Crazy Taxi 3,1F000832EE08B00285A24A97F958C81A
56550036,VU05402E,Crash Twinsanity,3B98EFE6B00A0223EBF9DFF15C11C291
53450004,SE00401A,Crazy Taxi 3: High Roller,E7BC4849E82DD3BE24FFD4A973E63AF2
53450004,SE00402J,Crazy Taxi 3: High Roller,18A8873932612BB8AD86910FFB5D8CFE
5451000C,TQ01201E,Circus Maximus: Chariot Wars,66A980222703BCE56449D453B2E30862
4553000C,ES01202E,Championship Manager: Season 02/03,2B2BDD6C98FE5180326D609CA8FDDDD2
53430100,SC25601E,Championship Manager 2006,4F177268EFCA77B7F22E00CF2525888C
54540012,TT01801E,Close Combat: First to Fight: United States Marines,64D590075793A275D457496866983757
45530002,ES00201E,Championship Manager: Season 01/02,9182B5190340B88B44C08381C0CF1F63
4553001A,ES02608E,Championship Manager 5,D044E32B00746AE70874811ECE63E29A
434D003F,CM06301E,Club Football 2005: Borussia Dortmund,972D8E12EB0A7F0013F8E86C7999A7AF
5553004B,US07501W,Cold Fear,42161996090C6D4681FB14F61298600D
44430004,DC00402E,Cold War,5B27A6D1D622E227E8F05B752FFAA05A
434D0031,CM04901E,Club Football 2005: Arsenal,13424B784DD6D19BADCB83A73ED8ADEF
434D0042,CM06601E,Club Football 2005: Tottenham Hotspur,00576A0D7105654B9D5D598C53DA8BE6
44430004,DC00401A,Cold War,2DB1CD34C900F5DAC9AB6694242E515A
434D003D,CM06101E,Club Football 2005: Hamburger SV,588FCD28826187B751D95ED1432E19E6
434D003B,CM05901E,Club Football 2005: FC Internazionale,5D34A65D9E2E0EDDC00B8CE1ECAD93F2
434D0030,CM04801E,Club Football 2005: Liverpool FC,6D8B1FFBCE6D9EB173E4691D1B36EA1A
434D003C,CM06001E,Club Football 2005: Juventus,E986380D17B9E5369F99BC2C574E2EC9
434D0037,CM05501E,Club Football 2005: Real Madrid,616E6409BD13C512FF50A605B570868A
434D002F,CM04701E,Club Football 2005: Manchester United,03A822D498D82DC81BFDA5FEC5FA8CE3
434D0032,CM05001E,Club Football 2005: Chelsea FC,21D001CC566F3F31D11B0417AF8337B8
434D0036,CM05401E,Club Football 2005: Rangers FC,5B6C6AAF788AB5FB622372AB15AFCE47
434D0035,CM05301E,Club Football 2005: Celtic FC,2AAF2005A32B42AADF480FB4B9A57888
434D0040,CM06401E,Club Football 2005: Newcastle United,38C3C292B5E286F6BBD148439A2DA7C1
434D0038,CM05601E,Club Football 2005: FC Barcelona,1BB52D075B0D044AE986029002FC41CE
434D003E,CM06201E,Club Football 2005: FC Bayern München,349A8345D1475D248144DA1443766550
434D0039,CM05701E,Club Football 2005: Ajax Amsterdam,29CE5E511E800AFFD98EE138F71CCB05
434D003A,CM05801E,Club Football 2005: AC Milan,B29D60B17E2860242E43444BC0ABC42D
434D0041,CM06501E,Club Football 2005: Birmingham City,3323AD28052360DD9BC6F149653A45CF
434D0033,CM05101E,Club Football 2005: Aston Villa,45ED6A8059DB7E9C08C2BD48EA84B052
434D0045,CM06901E,Club Football 2005: Liverpool FC,71D5F67F2255DB232E8E55FE54F48E1B
434D0044,CM06801E,Club Football 2005: Olympique de Marseille,26293EBAA383E704197A482D428D2934
434D0043,CM06701E,Club Football 2005: Paris Saint-Germain,F9BCD5E6107B283DDB62EC97C579306B
53500001,SP00101A,Combat Elite: WWII Paratroopers,DEE1021A13EEB12AAF55DE89CD1ED9FE
434D0001,CM00104A,Colin McRae Rally 3,891F1B8F3633C2E8539E3F5FE6A0977E
434D0001,CM00101E,Colin McRae Rally 3,D9FC01D5828E55BD6804F8193FF77FFD
434D0001,CM00105J,Colin McRae Rally 3,E1ED0C6479099BB7BC6CCF44B4C9BD80
54540091,TT14501A,College Hoops 2K6,4AA4D4CC95BF7EC4D467CC2E1258C925
434D002B,CM04302A,Colin McRae Rally 2005,B5CF0E765F0EC30C05DC4110573CCD43
47560003,GV00302A,Combat: Task Force 121,550F2CD8FCBE6952A70A988D6035DCA3
434D002B,CM04301E,Colin McRae Rally 2005,56D4F2AE875B8B9A089683F0BA347AC0
545400AF,TT17501A,College Hoops 2K7,5EAC972CE26430D13E9DEC368ED53E44
544B0001,TK00102J,Magi Death Fight!,D44301F2D8501B7CA58DD9B037C4ED4D
54540019,TT02502E,Manhunt,D5CAF5A3B90ACE35EBC852A9D234ACC5
